,Return,Return-7,Return+1,Return-30,target_multi,target_bin,Month,DayOfW,Return_eth,Return_bnb,Return_ada,Return_lite,Trend_Bitcoins,R_eth,R_bnb,R_ada,R_lite,Date,avg-block-size,cost-per-transaction,hash-rate,miners-revenue,mvrv,my-wallet-n-users,n-transactions-per-block,nvt,transaction-fees-usd
298,-0.9473,-8.1066,-3.728,2.5575,-1.0,0.0,9,4,-5.3726,-2.2163,-5.1265,-1.9957,6.84,0.9705696520641292,0.938041277431177,0.9635538029950479,0.9826690608400805,2018-09-07,,,,,,,,,
299,-3.6251,-13.4469,1.2027,-5.2107,1.0,1.0,9,5,-9.1601,-5.1104,-6.996,-5.135,5.49,0.9812090921369071,0.9444507403629658,0.9672903049743711,0.9849450582841922,2018-09-08,,,,,,,,,
300,1.245,-13.3631,0.4577,1.878,0.0,1.0,9,6,-0.7364,-0.378,-2.2947,3.0962,5.22,0.9119742179949308,0.7724919512295626,0.8454391672151984,0.9511006793869771,2018-09-09,,,,,,,,,
301,0.4464,-12.8148,-0.1343,0.5396,0.0,0.0,9,0,-0.3902,-0.534,-4.8773,-0.7235,6.21,0.9380164474324353,0.9514919877225814,0.8323893202785116,0.9768357875102793,2018-09-10,,,,,,,,,
302,-0.1687,-14.1335,0.4841,-0.0236,0.0,1.0,9,1,-6.6158,-1.5546,-4.9434,-4.1011,6.66,0.6899553411249382,0.8140757895725598,0.5027972346830148,0.7059963613915277,2018-09-11,,,,,,,,,
303,0.5507,-6.4926,2.6057,0.8611,1.0,1.0,9,2,-1.1282,-1.8232,-5.7194,-1.398,7.02,-0.6335725526633817,-0.6153039498058108,-0.8367347359189031,-0.23116459417794974,2018-09-12,,,,,,,,,
304,2.5663,-0.1816,-0.0706,5.1228,0.0,0.0,9,3,15.067,4.1141,4.14,5.1136,6.93,0.7290088420671446,0.43172114644720017,-0.4163027245912221,0.19559183708046496,2018-09-13,,,,,,,,,
305,-0.0414,0.7057,0.4682,3.2367,0.0,1.0,9,4,-0.4326,3.0428,-2.6336,3.5297,5.4,0.900552235827523,0.7615038530650642,-0.33467521428454416,0.7087599313034871,2018-09-14,,,,,,,,,
306,0.5193,5.0951,-0.3977,3.2909,0.0,0.0,9,5,6.3199,2.0764,2.0522,0.6678,4.59,0.9778522714048291,0.871892059751653,0.10569934224089986,0.9184747736790828,2018-09-15,,,,,,,,,
307,-0.2983,3.4332,-3.6209,-0.9642,-1.0,0.0,9,6,-0.9937,-1.783,1.1713,0.6923,4.32,0.9708062161847668,0.8958461827196507,0.864822097754072,0.9077462638098722,2018-09-16,,,,,,,,,
308,-3.5747,-0.7662,1.4344,-2.2193,1.0,1.0,9,0,-10.699,-5.4722,-8.5249,-7.8562,5.04,0.8882875258099232,0.8063654178108567,0.9617994412200321,0.8686150828517919,2018-09-17,,,,,,,,,
309,1.4391,0.7926,0.4275,-2.0715,0.0,1.0,9,1,6.5349,1.6345,9.2216,3.4486,5.31,0.9155780567436488,0.9832366505581637,0.7612076442960906,0.9918258195424744,2018-09-18,,,,,,,,,
310,0.4189,0.7359,1.8931,1.4268,1.0,1.0,9,2,0.2373,0.6527,4.6337,0.5868,5.31,0.9900127736750071,0.9810965736291374,0.5585724780703549,0.9894974182237536,2018-09-19,,,,,,,,,
311,1.8881,0.0362,3.302,0.4764,1.0,1.0,9,3,6.8016,4.5756,12.4988,4.1594,5.31,0.9853926545533408,0.9727380590062108,0.7584723895542949,0.9947048427311693,2018-09-20,,,,,,,,,
312,3.394,3.4124,-0.1926,5.6179,0.0,0.0,9,4,9.4708,3.483,7.1266,6.9389,5.76,0.9980531403381009,0.98334530879095,0.973901169118563,0.9990356840617242,2018-09-21,,,,,,,,,
313,-0.1941,2.7323,-0.1689,2.8631,0.0,0.0,9,5,-2.7723,-1.6757,-5.0958,-0.6216,4.95,0.9926028260683409,0.9639128302891913,0.9375354356713749,0.9994931718225469,2018-09-22,,,,,,,,,
314,-0.0698,2.9683,-1.717,-0.1388,-1.0,0.0,9,6,1.3851,0.075,7.5053,1.3512,4.59,0.9903096494795193,0.9501910144263594,0.9009207107916773,0.9880966177400649,2018-09-23,,,,,,,,,
315,-1.6311,5.0024,-2.2582,-2.4808,-1.0,0.0,9,0,-6.5813,-2.4827,-7.7498,-5.4944,5.04,0.9701010116318554,0.8740030739452405,0.7177201430160665,0.9709936336542005,2018-09-24,,,,,,,,,
316,-2.38,1.1798,0.7528,-3.8882,0.0,1.0,9,1,-4.3017,-2.5018,-1.5492,-0.8331,5.13,0.9774663473860159,0.977422747727222,0.7283280484278309,0.9086221161414536,2018-09-25,,,,,,,,,
317,0.6541,1.5075,2.7983,-5.6596,1.0,1.0,9,2,-1.2806,-0.4537,-1.8718,-0.0935,5.31,0.9668309274824655,0.9752354282539241,0.7449067323138379,0.9164346657945011,2018-09-26,,,,,,,,,
318,2.7937,2.4093,-0.4886,-5.912,0.0,0.0,9,3,6.0592,3.0295,8.2236,9.6247,5.04,0.8867693491313409,0.9219381163226613,0.9156269780387691,0.8591782226937957,2018-09-27,,,,,,,,,
319,-0.5184,-1.3485,-0.6347,-5.719,0.0,0.0,9,4,-2.8986,-0.7325,-2.7441,-2.0205,4.95,0.783515893236348,0.8864272704219704,0.9043059461142632,0.8704155629049859,2018-09-28,,,,,,,,,
320,-0.6193,-1.7855,0.3575,-5.3921,0.0,1.0,9,5,4.4789,0.4263,1.068,-0.0594,4.14,0.7296928661673493,0.9258069890449895,0.9021773325392539,0.9738897334331263,2018-09-29,,,,,,,,,
321,0.3157,-1.2677,-0.5424,-5.8546,0.0,0.0,9,6,0.6566,0.144,0.9802,-0.7844,4.05,0.6501960358310421,0.9268971689224131,0.9433553593837221,0.976055232723109,2018-09-30,,,,,,,,,
322,-0.4567,-0.0878,-0.5087,-8.3916,0.0,0.0,10,0,-1.0514,-0.6598,-0.9649,-1.4575,4.41,-0.4828938235552306,0.6373995811473702,0.5985042502947395,0.8975157517345037,2018-10-01,,,,,,,,,
323,-0.5633,1.7006,-0.8162,-9.8535,-1.0,0.0,10,1,-1.6958,4.2336,-2.4573,-0.988,4.760000000000002,-0.21912579409074245,-0.7387534291156733,0.6616015576645904,0.8819227081734685,2018-10-02,,,,,,,,,
324,-0.7823,0.1169,1.1395,-10.4334,1.0,1.0,10,2,-2.6139,-0.5557,-1.5153,-3.5216,4.550000000000002,0.9893074970108452,-0.7539002377423542,0.988851899114246,0.9514211917289676,2018-10-03,,,,,,,,,
325,1.2124,-1.4986,0.6962,-10.663,0.0,1.0,10,3,0.8038,-0.3014,0.6014,1.3178,4.41,0.8310048206754509,-0.6719313513912466,0.842681737514883,0.85897280075996,2018-10-04,,,,,,,,,
326,0.7352,-0.3259,-0.516,-2.5078,0.0,0.0,10,4,2.3998,3.7546,1.9783,0.7452,3.99,0.6765560941089039,0.2604051878052125,0.6620462843836864,0.5093304353598288,2018-10-05,,,,,,,,,
327,-0.5155,-0.2068,0.2222,0.9058,0.0,1.0,10,5,-1.0688,-2.5646,-2.4079,-1.7522,3.850000000000001,0.7124274160333451,0.7415874343237854,0.655318493799712,0.3399389847439203,2018-10-06,,,,,,,,,
328,0.1862,-0.3413,0.7463,2.1011,1.0,1.0,10,6,0.3034,1.152,3.9335,0.3891,3.5700000000000003,0.9222274404812648,0.7672620014617866,0.6636672674871653,0.8498635863952783,2018-10-07,,,,,,,,,
329,0.7885,0.9501,-0.1442,6.8463,0.0,0.0,10,0,1.2123,-0.2421,2.4559,2.0278,4.130000000000001,0.9532784348732479,0.7110107137493843,0.8691135102564658,0.9010201150030834,2018-10-08,,,,,,,,,
330,-0.1569,1.32,-0.8598,5.4243,-1.0,0.0,10,1,-0.7523,-1.4332,-0.4794,-1.2316,3.99,0.9804204737354852,0.15664289305371282,0.8567156161361597,0.9434713145208357,2018-10-09,,,,,,,,,
331,-0.8247,1.2755,-5.0002,4.0417,-1.0,0.0,10,2,-0.811,-0.2993,-1.9295,-1.1631,4.69,0.9728800107121601,0.47499688122036104,0.7918980646162856,0.9530817054611429,2018-10-10,,,,,,,,,
332,-5.0177,-4.8725,0.2931,-1.0277,0.0,1.0,10,3,-16.0059,-9.7809,-16.0734,-11.6313,7.000000000000001,0.9961181853376523,0.983860192889028,0.9989493435732467,0.9983157980949278,2018-10-11,,,,,,,,,
333,0.5663,-5.2533,0.1818,-1.2157,0.0,1.0,10,4,4.25,2.6744,4.0873,5.2622,5.250000000000001,0.9927066998655654,0.990925258352816,0.9968768683270675,0.979043891037707,2018-10-12,,,,,,,,,
334,0.126,-4.5887,0.0786,-3.5493,0.0,1.0,10,5,1.7707,0.5089,0.6416,-0.008,4.2,0.9856933738421886,0.9881300506873382,0.9966615484045633,0.970537807228941,2018-10-13,,,,,,,,,
335,0.0388,-4.7255,4.8579,-3.4053,1.0,1.0,10,6,-1.9911,-0.5198,-2.4226,-2.4702,3.71,0.9802349868253715,0.9850920677957088,0.9850705033123199,0.9441707826947576,2018-10-14,,,,,,,,,
336,4.8294,-0.8372,-0.0065,0.8152,0.0,0.0,10,0,7.3918,8.8055,6.1801,5.1861,5.3900000000000015,0.8964796306438855,0.9841599800065031,0.7731164974096101,0.7596249608202492,2018-10-15,,,,,,,,,
337,-0.0803,-0.7005,-0.7835,1.2111,-1.0,0.0,10,1,0.2347,-3.0074,1.3719,-1.6318,5.250000000000001,0.9752401509439634,0.9539103069767056,0.861029406402831,0.7701541727444511,2018-10-16,,,,,,,,,
338,-0.6993,-0.6241,-1.0348,4.1908,-1.0,0.0,10,2,-1.4908,-1.2082,2.0406,-1.0924,4.0600000000000005,0.9694985818654603,0.9284978900803426,0.8201964399848435,0.8052482325145361,2018-10-17,,,,,,,,,
339,-1.003,3.524,-0.1745,1.6545,0.0,0.0,10,3,-1.9537,-2.1003,-3.1018,-2.2153,4.130000000000001,0.9969340720974741,0.8888568157897815,0.8194128822137717,0.8727026351911036,2018-10-18,,,,,,,,,
340,-0.1954,3.0413,0.3678,1.0451,0.0,1.0,10,4,0.2312,0.5051,1.085,0.8902,3.92,0.9929723738260552,0.8692809664863149,-0.03821035133587666,0.9157214360327685,2018-10-19,,,,,,,,,
341,0.4376,3.2326,-0.1054,-0.4675,0.0,0.0,10,5,0.941,-0.0272,0.7297,0.5574,3.640000000000001,0.9794294219569711,0.9718481913175508,0.31947004056515876,0.8863527128023193,2018-10-20,,,,,,,,,
342,-0.1193,3.0428,0.0742,-3.7506,0.0,1.0,10,6,-0.1207,-0.1479,-0.5661,-0.9711,3.5700000000000003,0.9032636193390833,0.9129524530410419,0.8882507082061762,0.7784735980486921,2018-10-21,,,,,,,,,
343,0.0171,-1.6581,-0.176,-3.4933,0.0,0.0,10,0,-0.5507,0.056,0.029,-1.1001,3.78,0.6362386469641338,-0.3436498048694508,0.40333337600162034,-0.06647307939358948,2018-10-22,,,,,,,,,
344,0.0522,-1.8249,0.3104,-3.5003,0.0,1.0,10,1,0.1568,1.0339,-1.4776,0.5825,4.550000000000002,0.6709324178714081,-0.5484797575811686,0.39449013117302356,-0.05398249449482829,2018-10-23,,,,,,,,,
345,0.2616,-0.7425,-0.301,-1.5097,0.0,0.0,10,2,-0.1347,-0.3781,-0.39,0.1115,4.2700000000000005,-0.22154759302068233,-0.6663176176376389,-0.08516333133991023,0.041554492708550765,2018-10-24,,,,,,,,,
346,-0.1289,-0.0065,-0.0238,0.4626,0.0,0.0,10,3,-0.5636,-0.4254,-0.5788,-0.483,4.0600000000000005,0.1245578836629102,-0.09798717209659057,0.12356671279649926,0.02225864790672896,2018-10-25,,,,,,,,,
347,0.0976,0.1445,0.087,-0.3118,0.0,1.0,10,4,0.4908,0.2803,-0.0475,-0.2311,3.78,0.34550152713206744,0.09416638189350954,0.3894476634382163,0.382900165382641,2018-10-26,,,,,,,,,
348,-0.0071,-0.1358,0.0927,-2.9411,0.0,1.0,10,5,0.42,-0.4857,-1.087,-0.3756,3.5700000000000003,0.23466338353710492,0.1088854278194632,0.1553045080157604,0.3930884099413269,2018-10-27,,,,,,,,,
349,0.0575,0.0623,-2.3705,-2.3741,-1.0,0.0,10,6,0.4186,-0.0786,0.1862,-0.2205,3.01,0.47186060227095605,0.49968552921157805,0.3558332022465804,0.5250028094213179,2018-10-28,,,,,,,,,
350,-2.4601,-2.3821,0.0259,-4.0795,0.0,1.0,10,0,-3.8636,-2.4613,-4.6754,-5.3273,4.83,0.9665849601667974,0.977806908138691,0.9603464557998861,0.9884218240716636,2018-10-29,,,,,,,,,
351,-0.0437,-2.1846,-0.263,-4.3965,0.0,0.0,10,1,0.179,-0.1869,0.0215,0.4951,4.69,0.9902835356534343,0.9870594067478375,0.9828124565057972,0.9954387399462035,2018-10-30,,,,,,,,,
352,-0.3058,-2.7438,0.9524,-4.1279,1.0,1.0,10,2,-0.1356,-0.3804,-0.0258,0.2102,4.69,0.9942286720211911,0.9990521641503352,0.9954553693880495,0.9871523415129447,2018-10-31,,,,,,,,,
353,0.9439,-1.5211,0.1671,-2.7199,0.0,1.0,11,3,0.6758,1.8985,1.6772,1.4317,3.52,0.9868650896705307,0.9639642666328684,0.9932197038205033,0.978270291456362,2018-11-01,,,,,,,,,
354,0.1492,-1.333,-0.4255,-1.7555,-1.0,0.0,11,4,0.8307,0.4446,2.4995,1.969,3.3,0.9266225698633551,0.9929102025123081,0.9078065446084747,0.9028470946758276,2018-11-02,,,,,,,,,
355,-0.4068,-1.8382,0.2338,-3.2757,0.0,1.0,11,5,-0.276,-0.5741,-1.4912,-0.632,2.86,0.8557299324176015,0.9755214814974277,0.8854848554413258,0.850600712844443,2018-11-03,,,,,,,,,
356,0.1675,-1.6999,0.6827,-3.7199,1.0,1.0,11,6,3.6611,1.0031,6.6259,5.151,3.41,0.48712216407949843,0.9250958411988298,0.5680028376122405,0.5851165621230764,2018-11-04,,,,,,,,,
357,0.8806,1.3743,0.6441,-2.5598,1.0,1.0,11,0,0.9614,0.8679,0.2462,-0.0877,3.74,0.6372479831157846,0.8172656212778542,0.5864074566809296,0.548912493013836,2018-11-05,,,,,,,,,
358,0.4295,2.0009,1.07,-2.1497,1.0,1.0,11,1,4.286,0.7431,6.0456,4.176,3.74,0.8987925099090617,0.9476314597731059,0.8762352630411513,0.8542832260226416,2018-11-06,,,,,,,,,
359,0.9529,3.3641,-1.1703,-1.8353,-1.0,0.0,11,2,-0.7839,0.1501,-3.056,-3.3101,3.19,0.8771500131144535,0.9450006256566598,0.7355802184490293,0.6394285011231645,2018-11-07,,,,,,,,,
360,-1.051,1.1907,-1.0552,-2.844,-1.0,0.0,11,3,-2.3449,-1.6437,-2.4212,-3.3566,3.3,0.8349370371778843,0.8578724710796097,0.5380521353139287,0.24386675589000884,2018-11-08,,,,,,,,,
361,-0.8844,-0.0441,0.3696,-3.0356,0.0,1.0,11,4,-0.9024,-0.9034,-2.7488,-0.8951,3.08,0.7707305357432492,0.8925703810427696,0.6686734114207691,0.5207037726381196,2018-11-09,,,,,,,,,
362,0.3616,0.7539,0.032,2.4452,0.0,1.0,11,5,1.2182,0.1112,1.4211,0.9147,2.97,0.7731791793474708,0.916105151586539,0.6966451919968926,0.5984902775348785,2018-11-10,,,,,,,,,
363,-0.0368,0.5511,-0.6239,2.1785,-1.0,0.0,11,6,-0.5361,-1.0495,1.7508,-1.8234,2.64,0.9495123497051684,0.9199319585428012,0.9313772176882466,0.9006615580795819,2018-11-11,,,,,,,,,
364,-0.6315,-0.7538,-0.1849,1.3567,0.0,0.0,11,0,-0.5177,-1.3151,-1.0635,-1.6102,3.19,0.7687249483174233,0.7946918427540782,0.49528268985795476,0.7003832629854314,2018-11-12,,,,,,,,,
365,-0.215,-1.5713,-9.7671,1.0898,-1.0,0.0,11,1,-1.5813,-1.3065,-3.0046,-1.8531,3.52,0.8673044514263453,0.7916571429186423,0.5883961669266826,0.8211373784650017,2018-11-13,,,,,,,,,
366,-9.6499,-12.1252,-1.574,-13.0097,-1.0,0.0,11,2,-12.1709,-8.8095,-11.7308,-12.0376,6.49,0.9946942415299376,0.9836083371540667,0.9821474056497672,0.9754672190162207,2018-11-14,,,,,,,,,
367,-1.5362,-12.4841,-1.2833,-14.3733,-1.0,0.0,11,3,-0.6009,-2.7306,-2.0109,0.5045,7.04,0.9947923255319532,0.9952765261468907,0.9902100796914601,0.9869926539085098,2018-11-15,,,,,,,,,
368,-1.2359,-12.6859,-0.3806,-14.8047,0.0,0.0,11,4,-3.1449,-3.649,-3.3063,-3.4171,4.84,0.9950916379958524,0.9884682139733126,0.9904894806245402,0.9904233915651558,2018-11-16,,,,,,,,,
369,-0.4347,-13.3384,1.2461,-14.2415,1.0,1.0,11,5,-0.775,-2.2696,-0.6338,-1.3178,4.29,0.9954063647642858,0.9687752763725097,0.992107797548627,0.9882687783018134,2018-11-17,,,,,,,,,
370,1.1475,-12.2866,-13.3732,-13.0211,-1.0,0.0,11,6,1.6604,3.3761,1.8305,0.5695,3.85,0.9206011438004778,0.9803731614681362,0.9736408731082611,0.7800643097276104,2018-11-18,,,,,,,,,
371,-13.3307,-23.5397,-8.6138,-24.9291,-1.0,0.0,11,0,-15.8055,-17.0933,-15.0574,-13.4586,7.37,0.9946808296828041,0.9851232540294916,0.9881844705325828,0.9808300139572415,2018-11-19,,,,,,,,,
372,-8.4718,-29.9964,3.3761,-31.3232,1.0,1.0,11,1,-12.4131,-12.888,-14.9664,-9.6474,11.0,0.9990494821835538,0.9974276346947633,0.9953493344395635,0.9988521681008281,2018-11-20,,,,,,,,,
373,3.0596,-19.7998,-5.133,-29.0572,-1.0,0.0,11,2,4.2389,6.911,5.8274,4.8553,8.58,0.9990710453373131,0.9961182746607234,0.9955842576146819,0.9991465869035295,2018-11-21,,,,,,,,,
374,-5.3264,-22.6998,-0.4313,-32.5801,0.0,0.0,11,3,-7.3861,-7.2752,-7.5807,-7.1995,5.17,0.9989366814669841,0.9975639673731223,0.9957297574937201,0.9982067314503066,2018-11-22,,,,,,,,,
375,-0.3117,-22.0326,-10.7278,-33.0786,-1.0,0.0,11,4,-2.4704,-3.1086,-1.4752,0.4294,5.94,0.9954870730766812,0.9837749971594241,0.9957682534630132,0.9963484251436794,2018-11-23,,,,,,,,,
376,-10.7397,-30.1309,3.3295,-40.0774,1.0,1.0,11,5,-7.9559,-7.9466,-11.4279,-9.4297,5.61,0.9692569749399305,0.9556498141742445,0.9884766712370519,0.9870649492487782,2018-11-24,,,,,,,,,
377,3.329,-28.6931,-5.7567,-38.0676,-1.0,0.0,11,6,2.9383,1.8794,-2.3377,5.6982,9.13,0.9730336356944226,0.970564197955559,0.9742485239858386,0.9696945513805284,2018-11-25,,,,,,,,,
378,-5.8764,-22.4235,1.1005,-41.6835,0.0,1.0,11,0,-6.8831,-4.8819,-5.1773,-4.7223,8.69,0.9825760265700048,0.9781446843921653,0.9695611822017918,0.9662653471168146,2018-11-26,,,,,,,,,
379,1.4543,-14.1772,11.4298,-41.0964,1.0,1.0,11,1,1.9432,0.1457,2.1832,5.6417,8.36,0.9811918236369574,0.9829259194289957,0.9590421721540409,0.7794946821299903,2018-11-27,,,,,,,,,
380,11.3788,-7.491,0.5033,-32.7701,0.0,1.0,11,2,11.1073,8.9356,15.0945,11.2791,7.26,0.9863185110047574,0.9458492847938033,0.9403915399600462,0.8921042390678792,2018-11-28,,,,,,,,,
381,0.2306,-1.9948,-6.1133,-32.4493,-1.0,0.0,11,3,-4.22,-0.1296,-0.9534,-2.6556,6.16,0.9241147833956727,0.9849028137291613,0.9868939372978072,0.9350770329052112,2018-11-29,,,,,,,,,
382,-6.3375,-7.5876,4.9139,-36.4116,1.0,1.0,11,4,-3.8705,-5.3945,-7.3075,-5.1315,6.05,0.9389868823402496,0.9932155549526778,0.9984687360659319,0.96035049649334,2018-11-30,,,,,,,,,
383,4.7263,8.6043,-1.7746,-33.9163,-1.0,0.0,12,5,4.619,3.9717,6.3527,6.8786,5.61,0.9135101130932453,0.9984963593892224,0.997618159033822,0.9548350547269726,2018-12-01,,,,,,,,,
384,-1.4487,3.2396,-5.9361,-35.1974,-1.0,0.0,12,6,-1.589,-0.4312,0.7787,-1.6031,4.51,0.8193943589533883,0.9844905410540686,0.8995377536258019,0.8747435572055705,2018-12-02,,,,,,,,,
385,-6.105,3.0431,1.6117,-38.7837,0.0,1.0,12,0,-6.4047,-2.7474,-7.6491,-8.0966,7.48,0.9593524108874083,0.9270930524396754,0.9283559556069952,0.9419389993896791,2018-12-03,,,,,,,,,
386,1.8166,3.5641,-5.1277,-37.9421,-1.0,0.0,12,1,1.2969,15.0529,-2.2253,0.5823,7.37,0.9953654414563544,-0.13351674230429963,0.8974678478100813,0.9876891628607617,2018-12-04,,,,,,,,,
387,-5.1757,-11.8247,-6.2039,-41.5235,-1.0,0.0,12,2,-7.1237,1.071,-9.0496,-6.1527,6.6,0.9954233723854241,-0.5851187102844686,0.946028656159043,0.9941353781230857,2018-12-05,,,,,,,,,
388,-6.2059,-17.7091,-2.8731,-45.5023,-1.0,0.0,12,3,-10.4338,-17.6091,-10.257,-7.8817,7.59,0.9943736476903836,0.19847037059168327,0.9805597884042884,0.9956083672266537,2018-12-06,,,,,,,,,
389,-2.6377,-14.8691,1.6426,-47.6284,0.0,1.0,12,4,1.7946,-7.9826,-3.0295,-6.0776,11.0,0.9748987615986308,0.7365731378302635,0.9749444206280993,0.9939846325576303,2018-12-07,,,,,,,,,
390,1.584,-17.5235,3.9734,-46.1378,1.0,1.0,12,5,-1.3387,3.6944,2.9049,-1.0523,7.48,0.9739080856029407,0.9270775123763435,0.996318407882193,0.975872068914829,2018-12-08,,,,,,,,,
391,4.0598,-12.6971,-3.0872,-43.4004,-1.0,0.0,12,6,3.3755,3.0686,3.4266,4.6099,6.16,0.893784155710919,0.923901700607494,0.9801001602702091,0.8674777342841598,2018-12-09,,,,,,,,,
392,-3.0285,-10.0529,-2.2288,-45.3497,-1.0,0.0,12,0,-3.4808,-2.8984,-4.5809,-4.9934,6.93,0.526826722869506,0.7684253878242772,0.9283372194703734,0.4183264460132422,2018-12-10,,,,,,,,,
393,-2.0862,-13.4526,1.821,-46.5849,0.0,1.0,12,1,-2.8758,5.0044,-1.8793,-3.2443,6.93,0.6906818994746358,0.33404811648206056,0.9365908713170499,0.6887530944926578,2018-12-11,,,,,,,,,
394,1.9142,-7.1136,-4.9692,-45.2707,-1.0,0.0,12,2,2.2374,1.7813,3.9743,2.9328,6.6,0.947764745766532,-0.12289538612896425,0.9218509964460675,0.9589113450574007,2018-12-12,,,,,,,,,
395,-4.9945,-5.8909,-2.1484,-47.894,0.0,0.0,12,3,-4.5402,-7.4846,-4.7168,-3.5131,7.26,0.9910874672618561,0.3901755113765262,0.950713907631555,0.9358539885158076,2018-12-13,,,,,,,,,
396,-2.0916,-5.1888,-0.1765,-43.4945,0.0,0.0,12,4,-2.6804,-2.5759,-2.9998,-0.7703,8.36,0.9946531983176018,0.7379379697392823,0.9560163340954223,0.9251672971855425,2018-12-14,,,,,,,,,
397,-0.2231,-6.8856,0.4967,-42.6922,0.0,1.0,12,5,0.1912,0.627,-0.4261,1.3619,6.82,0.9980214356699328,0.9914265945839718,0.9713418607066476,0.8095634012218933,2018-12-15,,,,,,,,,
398,0.5118,-9.9992,9.0083,-41.6589,1.0,1.0,12,6,0.9384,1.6426,3.1912,7.6056,6.05,0.9949301128720993,0.9773814040985037,0.9555792295776953,0.13731727726675208,2018-12-16,,,,,,,,,
399,8.9988,1.2336,4.2358,-36.1604,1.0,1.0,12,0,11.4213,9.888,12.5073,13.9631,7.59,0.9974976485703246,0.9849296280817295,0.9875615012629827,0.8989315265060939,2018-12-17,,,,,,,,,
400,4.2682,7.9271,1.3499,-34.2752,0.0,1.0,12,1,6.3133,9.5297,5.8349,2.992,7.48,0.9992572347397037,0.9884158441881411,0.9962973815038964,0.9601619162746708,2018-12-18,,,,,,,,,
401,1.0555,7.4277,10.371,-23.1046,1.0,1.0,12,2,-0.4084,-2.0196,-0.9121,-2.1266,8.25,0.9977054553912237,0.9838449139487008,0.9912893133223393,0.9498405366992076,2018-12-19,,,,,,,,,
402,10.4817,24.769,-5.754,-7.1302,-1.0,0.0,12,3,14.9633,5.9589,15.1672,10.8527,8.47,0.9984674147139893,0.9359809514556233,0.9968069301319787,0.9732608155115092,2018-12-20,,,,,,,,,
403,-5.7372,20.1715,3.0191,-15.3325,1.0,1.0,12,4,-5.4726,-3.8623,4.3937,-5.9146,7.7,0.9923142073625987,0.8625602774667132,0.8494020371848278,0.9622836072328638,2018-12-21,,,,,,,,,
404,2.9784,24.0185,-0.3787,-8.0569,0.0,0.0,12,5,6.6726,6.6154,3.3228,3.339,5.72,0.961397687028584,0.7641014718735475,0.782080916012894,0.9679663505337023,2018-12-22,,,,,,,,,
405,-0.5475,22.9381,1.991,-8.0083,0.0,1.0,12,6,11.5041,2.1512,4.803,4.5871,5.94,0.6658020542429495,0.6920091238416862,0.6109933893781496,0.8598851586464664,2018-12-23,,,,,,,,,
406,1.9565,15.0241,-6.451,5.0979,-1.0,0.0,12,0,7.3455,1.3364,3.229,-0.8273,7.26,0.39757450555677326,0.4838762300537734,0.013379391936562329,0.6944936128467649,2018-12-24,,,,,,,,,
407,-6.5067,3.2313,1.0957,-4.8499,0.0,1.0,12,1,-7.9102,-10.4128,-9.1166,-6.7879,6.71,0.3670074952227633,0.9427551910706246,0.7858157846992062,0.7853027219745267,2018-12-25,,,,,,,,,
408,0.9852,2.9725,-5.2489,2.0684,-1.0,0.0,12,2,1.5219,2.8893,-0.9735,-0.3459,6.2700000000000005,0.0941428858196353,0.9668370476795188,0.8186937402932544,0.8290571584304658,2018-12-26,,,,,,,,,
409,-5.1847,-11.6003,7.3624,-4.3418,1.0,1.0,12,3,-11.6338,-7.7269,-10.3845,-8.6159,6.16,0.9115250757590606,0.9922251608328824,0.9877121893178493,0.9653754645431395,2018-12-27,,,,,,,,,
410,7.4125,0.7025,-2.6379,-7.8334,-1.0,0.0,12,4,17.7495,13.6626,13.0886,14.8768,6.05,0.9551799417086602,0.9674717115335537,0.9767753867957234,0.9598667392309427,2018-12-28,,,,,,,,,
411,-2.8502,-4.8272,1.1921,-10.7141,0.0,1.0,12,5,-0.3253,-3.2449,-0.8717,-3.0512,5.39,0.8996370663662143,0.925321059051212,0.9224879198662981,0.9622618195675327,2018-12-29,,,,,,,,,
412,1.1398,-3.3265,-3.1881,-3.7666,-1.0,0.0,12,6,1.6218,2.6212,4.046,1.761,4.62,0.8935366774186547,0.9412296909619133,0.8998070052836852,0.964191494144063,2018-12-30,,,,,,,,,
413,-3.2103,-8.2356,2.6938,-11.1983,1.0,1.0,12,0,-4.7581,2.7354,-5.0171,-4.719,4.95,0.8686297385906921,0.6499378604432899,0.8505936936061087,0.975143098568464,2018-12-31,,,,,,,,,
414,2.5838,0.7346,2.5989,-7.1586,1.0,1.0,1,1,5.5474,-1.8761,3.8137,4.9955,5.460000000000001,0.6288042303846391,-0.3560093568969645,0.536789505020858,0.9781471144579105,2019-01-01,,,,,,,,,
415,2.4471,2.2324,-2.705,1.2655,-1.0,0.0,1,2,9.5592,1.5948,6.3193,4.411,6.44,0.9358157523546836,0.14504616325886188,0.9554947849661453,0.9915809304477694,2019-01-02,,,,,,,,,
416,-2.399,4.9772,0.5467,-3.0365,0.0,1.0,1,3,-3.9054,-4.3483,-5.374,-3.9782,6.510000000000002,0.8417347323637268,0.053556711478900405,0.9844880460949545,0.9861608102499171,2019-01-03,,,,,,,,,
417,0.6701,-1.6871,-0.3246,2.763,0.0,0.0,1,4,3.807,2.8852,2.7751,1.2108,6.65,0.8514341722260397,0.1028611767969856,0.9716984333546631,0.9946736262334804,2019-01-04,,,,,,,,,
